Protein IDs	Peptide counts (razor+unique)	Unique peptides	Peptides Walker TMT16	Unique peptides Walker TMT16	Q-value	Score	Identification type Walker TMT16	Reporter intensity corrected 1 Walker TMT16	Reporter intensity corrected 2 Walker TMT16	Reporter intensity corrected 3 Walker TMT16	Reporter intensity corrected 4 Walker TMT16	Reporter intensity corrected 5 Walker TMT16	Reporter intensity corrected 6 Walker TMT16	Reporter intensity corrected 7 Walker TMT16	Reporter intensity corrected 8 Walker TMT16	Reporter intensity corrected 9 Walker TMT16	Reporter intensity corrected 10 Walker TMT16	Reporter intensity corrected 11 Walker TMT16	Reporter intensity corrected 12 Walker TMT16	Reporter intensity corrected 13 Walker TMT16	Reporter intensity corrected 14 Walker TMT16	Reporter intensity corrected 15 Walker TMT16	Reporter intensity corrected 16 Walker TMT16	Only identified by site	Reverse	Potential contaminant	Peptide IDs
AT2G19870.1	1	1	1	1	0	45.543	By MS/MS	43119	38987	41592	45394	46527	43961	41823	44292	41088	41150	38585	39168	41500	50950	50551	43895				2124
AT2G19930.1	1	1	1	1	1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			20142
AT2G19940.2;AT2G19940.1	10;10	10	10	10	0	91.313	By MS/MS	270020	256550	302020	291940	236780	240720	237500	228770	248380	241800	239010	252580	230170	261780	248050	219650				998;4151;5259;6150;9464;10233;12474;12942;18791;19978
AT2G19950.1;AT2G19950.2	3;3	3	3	3	0	72.443	By MS/MS	71744	71988	83688	79697	70012	69586	67709	63157	71906	72704	65110	67350	71029	85751	76445	71000				585;16043;17653
AT2G20010.1;AT2G20010.2	1;1	1	1	1	0.004898	6.0269	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				17913
AT2G20020.1	1	1	1	1	0	19.676	By MS/MS	50076	55171	65223	62654	53937	44831	48524	39572	54008	59327	41106	57051	55033	67373	60114	38220				3229
AT2G20050.2;AT2G20050.1	1;1	1	1	1	0.00092145	7.4014	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5660
AT2G20190.1	6	5	5	5	0	47.838	By MS/MS	36747	34266	42830	38728	32645	28836	36521	31304	33577	32684	32396	36319	32524	40455	35734	34706				2582;11916;13092;13377;19847;21729
AT2G20230.1	2	2	2	2	0	31.224	By MS/MS	77344	74835	83816	80018	63774	67835	71745	80118	72180	66939	77462	71142	70699	64333	57939	67328				1482;21447
AT2G20260.1	4	4	6	4	0	244.51	By MS/MS	1595300	1577400	1580000	1589900	1217200	1262500	1289200	1330900	1435400	1446700	1319600	1346400	1198500	1362500	1191100	1278000				63;1125;10553;14604;18702;20317
AT2G20270.1;AT2G20270.2	4;3	4	4	4	0	72.676	By MS/MS	632850	600350	676080	676330	583210	564970	550160	534130	598980	582180	532180	593730	557700	643710	603420	517220				10157;16896;18870;19025
AT2G20280.1	3	3	3	3	0	42.584	By MS/MS	111250	89577	118190	96245	82129	73220	82675	74891	107350	104030	77764	98474	79826	112630	93635	86557				2546;6083;9180
AT2G20360.1	10	10	10	10	0	81.878	By MS/MS	973930	961750	1048900	955200	906760	820820	804010	808320	861320	890950	749020	849190	854000	1033700	1016800	889480				11;1568;6843;8858;9700;10605;12416;13555;20360;21432
AT2G20370.1	4	4	4	4	0	23.34	By MS/MS	17900	16447	18402	15048	14882	13082	14666	13179	17437	17005	14503	16690	12369	16473	15469	14916				3593;12092;12204;15902
AT2G20420.1	17	17	17	17	0	154.45	By MS/MS	1507000	1530100	1529000	1448400	1267300	1267700	1230000	1294100	1341700	1382800	1269300	1314200	1209500	1370900	1363800	1270300				1041;2743;3479;6025;7736;7737;8626;10914;11477;11953;12321;13641;15458;15917;20377;20776;21472
AT2G20450.1	2	2	6	2	0	14.344	By MS/MS	25650	28705	39686	35334	28590	21731	31233	21968	25127	31511	22742	27493	28246	37523	32837	25869				132;1383;12735;12736;13114;19181
AT2G20490.2;AT2G20490.1	2;2	2	2	2	0	13.387	By MS/MS	47487	43824	48104	45318	49180	43822	45666	46095	47864	46222	41724	45411	46246	52530	53440	43578				6525;15521
AT2G20530.2;AT2G20530.1	2;2	2	3	2	0	33.379	By MS/MS	129260	130690	139340	135100	117030	114230	118050	112210	120260	126260	105340	123080	116610	156110	128780	127790				1128;2321;15968
AT2G20570.1;AT2G20570.2	1;1	1	1	1	0.0043201	6.0983	By MS/MS	88564	86038	90563	91181	80493	80612	80891	76047	85109	88279	74164	82005	75916	86741	84881	80188				11192
AT2G20580.1	13	8	13	8	0	119.18	By MS/MS	729470	682950	734520	691860	603670	571020	613750	573560	650150	651610	552660	608160	598360	748880	685470	626750				2275;2757;3082;9409;10467;12749;14206;14926;15155;16175;17852;19733;20457
AT2G20610.1;AT2G20610.2	14;10	14	14	14	0	139.97	By MS/MS	1366400	1184800	1335000	1281600	1257300	1239300	1301800	1281800	1281100	1289300	1190000	1214300	1201400	1303500	1273300	1261700				259;4511;6299;8686;8813;8952;9502;10923;11985;12655;15156;17850;18047;18226
AT2G20630.1;AT2G20630.2;AT4G28400.1	8;7;2	8	8	8	0	65.77	By MS/MS	310290	283840	303730	280360	254660	233630	261080	273000	269730	261380	242110	242010	249020	304360	277450	254610				822;5188;7728;13938;15265;18463;19702;21574
AT2G20690.1	4	4	4	4	0	24.552	By MS/MS	317890	312970	340710	343920	292210	298860	292810	284500	297590	300490	285790	303990	282220	304980	299560	278810				8491;12249;18743;20878
AT2G20760.1	1	1	1	1	0.0064896	5.9793	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				14462
AT2G20820.1	1	1	1	1	0.0007165	7.9006	By MS/MS	14445	14137	14509	15392	16736	14248	18539	15287	11633	12678	11820	14386	15651	16921	15449	15589				5880
AT2G20830.2;AT2G20830.1;AT2G20830.3	3;2;2	3	3	3	0	21.5	By MS/MS	60920	63304	72135	71185	66373	63324	57917	56709	65381	69582	52356	63130	60141	76930	68048	59260				1271;5528;17301
AT2G20860.1	2	2	2	2	0	12.919	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6681;8947
AT2G20890.1	7	7	7	7	0	224.42	By MS/MS	766920	686290	777070	793680	748700	767600	696090	694900	701800	721400	673800	669860	719580	816400	806890	683710				5221;12076;12077;12078;15713;17210;17558
AT2G20900.3;AT2G20900.2;AT2G20900.4;AT2G20900.1	1;1;1;1	1	1	1	0.0009095	7.2283	By MS/MS	19340	21950	23368	22712	20304	19187	20678	19738	18606	19826	17059	17581	18666	21013	20877	21736				17834
AT2G20920.1	1	1	1	1	0	16.31	By MS/MS	104580	97221	113180	107870	98799	96592	92646	87710	96862	100020	86165	108940	87414	103590	105360	94661				301
AT2G20930.1	1	1	1	1	0	11.849	By MS/MS	10775	10147	11179	10006	8273.4	8742.8	9702.8	9857.3	10001	10271	9071.1	9992.7	10220	10683	8839.6	10091				18066
AT2G20950.2;AT2G20950.3;AT2G20950.1;AT2G20950.4	2;2;2;2	2	2	2	0	13.24	By MS/MS	38173	35370	45339	46305	26013	29891	36471	33739	35646	37194	33435	36553	31264	39101	32237	32702				14943;21343
AT2G20960.1	2	1	1	1	0.00075567	9.1817	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3524;13448
AT2G20990.1;AT2G20990.2;AT2G20990.3;AT2G21010.1	10;10;10;4	10	10	10	0	106.9	By MS/MS	574740	551260	601460	572550	484330	467600	501780	495030	539420	558460	479580	494150	472880	562160	507520	508270				3283;5853;7530;9209;9465;13549;13655;14283;18331;18332
AT2G21060.1	1	1	1	1	0.0007391	8.4874	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16465
AT2G21130.1	1	1	5	1	1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			6390;8987;10292;17922;19564
AT2G21150.1	1	1	1	1	0.00092272	7.4135	By MS/MS	10414	11304	10887	10043	11215	8700.1	8207.5	7970.6	10355	10716	8120	11089	9469.4	12269	12420	9761.4				12573
AT2G21160.1;AT2G21160.2	3;2	3	3	3	0	153.95	By MS/MS	423940	388620	451290	427850	387940	336160	367660	348520	379250	390050	331260	380910	364270	444300	428190	359020				13043;17438;19760
AT2G21170.1;AT2G21170.2	12;12	12	13	12	0	184.41	By MS/MS	1855800	1721400	2072800	2017800	1858900	1862000	1772600	1662000	1794300	1822800	1609300	1873800	1785300	2009200	2001500	1780000				256;4417;6479;7627;8286;8976;9175;9602;10802;14643;18077;19240;21190
AT2G21230.1;AT2G21230.3	1;1	1	1	1	0.0047073	6.0572	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13012
AT2G21250.2;AT2G21250.1;AT2G21260.1	4;4;2	4	4	4	0	39.236	By MS/MS	288130	266500	308380	283470	243630	232350	240000	225640	261920	274830	228100	277580	232880	299580	255380	247330				8930;9616;14037;15481
AT2G21270.1;AT2G21270.2;AT2G21270.3	3;3;3	2	3	2	0	18.189	By MS/MS	145450	140810	152440	146600	124860	111870	129340	119890	134890	149580	117960	131690	125500	143310	138830	131420				526;5474;6778
AT2G21280.1	4	4	4	4	0	33.29	By MS/MS	79632	80429	76578	78391	72246	76470	73476	72158	68289	63256	64356	66369	66215	76220	75601	67046				1287;5741;9501;14767
AT2G21330.1;AT2G21330.3;AT2G21330.2	9;9;7	8	19	8	0	323.31	By MS/MS	1725400	1709400	2122900	1957100	1739700	1827100	1843300	1738300	1826600	1784100	1804200	1926000	1598500	1805600	1719700	1696700				167;1091;1336;1550;2047;4014;8161;10787;11242;13816;14758;15612;17755;18204;19016;19028;21219;21763;21764
AT2G21340.2;AT2G21340.1	1;1	1	1	1	0.00093589	7.5921	By MS/MS	4192.1	3875.6	3387.9	3956.9	2990.3	2983.1	3613.4	3135.1	3412.9	2792.3	2898.1	4464.2	3548.1	7702.3	3170.2	3988.3				3026
AT2G21370.2;AT2G21370.1	2;2	2	2	2	0	18.559	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				5167;20050
AT2G21385.1;AT2G21385.3;AT2G21385.4;AT2G21385.2	10;10;9;8	10	10	10	0	86.266	By MS/MS	736640	663020	775970	765270	681360	656830	651180	610040	663600	695200	607830	699870	629360	734730	699850	627340				5024;5037;7329;7330;7361;7362;9334;9733;11633;20145
AT2G21390.1	13	7	13	7	0	100.35	By MS/MS	565030	550900	590360	575120	502390	478350	498220	493510	517990	525480	456800	501490	491190	564990	548120	502760				730;2356;6339;6952;8317;11159;14402;15563;15711;15981;17320;20977;21815
AT2G21410.1	5	5	9	5	0	94.588	By MS/MS	188940	175670	207120	187740	174530	166880	170100	181960	171940	175030	173830	168150	165390	180710	175940	168500				228;3890;5392;5849;6281;7037;15993;16261;18821
AT2G21470.1;AT2G21470.3;AT2G21470.2	3;3;3	3	3	3	0	17.784	By MS/MS	19968	18354	23019	21878	13757	13322	15659	18165	15635	16960	16721	17536	14393	18159	18040	15830				2059;5800;6884
AT2G21530.1	6	6	6	6	0	74.333	By MS/MS	714510	687610	748270	741660	632170	609530	604710	603520	651660	668640	606280	634740	575550	626310	648180	570050				1846;10150;11925;12519;19186;21127
AT2G21580.2;AT2G21580.1	1;1	1	3	1	0.00077459	10.234	By MS/MS	191820	230810	287170	260980	179920	146060	155770	147370	215760	225680	161730	217770	139360	224980	176060	148390				11962;12245;20277
AT2G21600.1	2	2	2	2	0	22.67	By MS/MS	56633	53640	69072	62050	52660	48873	53263	50470	53334	54709	47254	56920	49959	62450	57399	50246				13421;21506
AT2G21620.1;AT2G21620.2	4;4	4	4	4	0	35.907	By MS/MS	78024	63264	66314	71313	71711	70230	73349	75945	69193	64917	65713	62540	70288	69853	73954	69899				4077;6143;13349;15962
AT2G21630.1	1	1	1	1	0.0043139	6.0849	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2985
AT2G21640.1	1	1	1	1	0.00070922	7.7024	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1888
AT2G21660.1;AT2G21660.2	11;10	9	11	9	0	323.31	By MS/MS	1653700	1424000	1898600	1689800	1495200	1384300	1376600	1185400	1550400	1637600	1373100	1745400	1500400	1892500	1860700	1454700				1212;1452;1816;2444;2561;4702;4703;7553;7554;16469;16666
AT2G21860.1	2	2	2	2	0	12.399	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10062;11819
AT2G21870.1;AT2G21870.2	17;14	17	17	17	0	156.91	By MS/MS	1748700	1709500	1789300	1811000	1594500	1451800	1475000	1404900	1530600	1798900	1361400	1466600	1499700	1708800	1724800	1500900				380;1698;4451;6840;8128;8175;8671;8891;9613;10166;10521;10532;10616;10688;15552;16041;21362
AT2G21960.1	9	9	9	9	0	63.988	By MS/MS	624170	629240	642310	656270	582990	609020	578630	568120	604480	618840	578390	610870	549930	607010	617090	555330				4831;5304;10078;11055;12662;13885;13925;21067;21167
AT2G22125.1	9	9	9	9	0	110.07	By MS/MS	165760	155740	169780	167750	147120	142590	162580	134350	156470	173600	132420	164740	152330	194580	167290	147750				893;1725;4787;5019;10168;10404;12087;19907;21639
AT2G22230.1	4	3	4	3	0	49.583	By MS/MS	367540	332140	414580	395150	312520	301600	307180	278970	320140	312930	300610	359550	294270	389030	357830	302820				5873;6794;6805;19825
AT2G22250.1;AT2G22250.3;AT2G22250.2	6;6;6	6	6	6	0	66.881	By MS/MS	127640	119760	118600	121140	100900	97784	104300	102990	104630	109050	89551	103370	98247	124680	112090	105130				897;10123;11061;12136;16832;18500
AT2G22300.2;AT2G22300.1	3;3	3	3	3	0	81.492	By MS/MS	85520	91992	79393	73307	69846	65397	63457	74180	71507	73960	59930	65762	71179	77397	81654	69803				4020;16274;17191
AT2G22310.1;AT4G39910.1;AT2G22310.2	1;1;1	1	1	1	0.00092357	7.4175	By MS/MS	38553	36127	33396	29801	27510	24198	28815	26672	28393	30758	26165	27613	27902	33404	30398	28905				1228
AT2G22360.1	4	4	7	4	0	38.132	By MS/MS	44092	46334	39151	38498	39739	36845	42584	39342	47042	48240	31424	34888	38943	57260	45610	38538				2488;4981;8738;10124;10638;20324;20424
AT2G22400.1	2	2	2	2	0	27.772	By MS/MS	3688.2	3003.5	4525.4	4584.9	3979.9	3327.8	4375.5	3705.8	4756.8	5322.7	4152.8	3831	4179.9	5528.6	4194.3	4472.4				5768;10142
AT2G22420.1	1	1	1	1	1	-2	By MS/MS	25882	26006	25218	23217	21473	21177	19401	22884	20819	22027	19833	21173	21378	24878	23633	21964	+			13527
AT2G22450.1	3	3	3	3	0	19.307	By MS/MS	231930	211290	244550	245100	200670	193680	194080	190370	202980	205610	186630	210500	193670	225090	223120	197610				1728;11944;19871
AT2G22475.2;AT2G22475.1	2;2	1	1	1	0.00078003	10.64	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13465;17062
AT2G22480.1	1	1	1	1	0	12.11	By MS/MS	56116	57114	53785	53255	48308	49836	48059	52207	50901	48058	47550	49088	46408	49347	44527	47612				7712
AT2G22540.2;AT2G22540.1	1;1	1	1	1	0	15.791	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				7427
AT2G22570.2;AT2G22570.1	1;1	1	1	1	0.00078288	10.785	By MS/MS	24426	26560	31109	27526	23579	22372	23315	27525	26053	27772	22015	24087	23116	29286	26561	26305				15031
AT2G22780.1	7	7	8	7	0	110.21	By MS/MS	403800	416650	413610	416340	381320	382110	387020	400700	385550	391770	337700	333120	382020	450170	404530	380060				1074;1075;1557;2452;2705;4900;9964;19157
AT2G22795.1	8	8	8	8	0	107.95	By MS/MS	243510	239500	333340	294260	223520	197590	291730	189030	263050	291320	218910	271190	194010	250890	220950	243830				5023;5656;10502;16537;17463;17890;17984;20823
AT2G22910.1;AT4G37670.1;AT4G37670.2	2;1;1	2	2	2	0	14.625	By MS/MS	11625	12638	13301	10631	9631.2	10005	8749.2	9800.4	13359	10567	9135.8	9364.3	9270.3	10667	10244	10889				2987;15786
AT2G23000.1	1	1	1	1	0.0030953	6.145	By MS/MS	19330	17650	26815	24742	18539	18434	22421	17754	21189	21202	19995	26014	20443	22982	20553	22294				8279
AT2G23070.1;AT2G23080.2;AT2G23080.1	2;1;1	1	2	1	0	16.564	By MS/MS	186660	182570	216340	204560	168870	155690	164080	160030	173110	185560	158460	195340	150290	218610	183720	169240				9713;20999
AT2G23120.1	3	3	3	3	0	135.28	By MS/MS	615380	539030	671660	608590	561680	504160	508810	485060	534760	571650	510880	572680	534730	645020	700040	521720				2375;3392;18039
AT2G23140.2;AT2G23140.1	1;1	1	1	1	0.0066883	5.9776	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				15561
AT2G23200.1	2	2	3	2	0	25.006	By MS/MS	29484	26967	36379	24997	25788	23646	25639	27991	27114	26245	27776	25365	27679	30828	28340	27831				8553;11254;19101
AT2G23310.2;AT2G23310.1	2;2	1	2	1	0.00077559	10.269	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				13471;21824
AT2G23350.1;AT1G22760.1;AT1G71770.2;AT1G71770.1	10;2;2;2	8	10	8	0	122.08	By MS/MS	789290	669270	768790	675740	666780	515510	614920	554240	740390	740740	558100	780550	544600	805490	738570	501200				2513;7013;8832;13827;14216;14301;14749;15011;16548;20548
AT2G23420.1	5	3	5	3	0	46.147	By MS/MS	215990	199900	229560	214000	196520	197380	207330	198250	195010	202360	183810	203390	187750	228010	199910	196760				7978;11575;13850;15447;16484
AT2G23520.1	1	1	1	1	0.0023003	6.3105	By MS/MS	208310	169550	274130	199200	194100	183800	214440	206490	241980	185150	190440	170310	209060	267560	155810	200300				17737
AT2G23600.1	3	3	3	3	0	26.974	By MS/MS	99310	98625	104490	108220	89549	96201	96237	98201	104680	99308	102820	96338	90133	88120	83339	88963				4347;15728;16662
AT2G23610.1	2	2	2	2	0	17.353	By MS/MS	131810	112530	128790	133510	116290	120600	130290	119300	115610	117860	109920	117980	114600	108790	123160	105780				3349;9366
AT2G23670.1	5	5	5	5	0	51.872	By MS/MS	417010	395090	393890	413280	376670	391620	361940	346440	366690	388470	353990	381660	353840	377990	375840	343520				485;486;4687;10415;10416
AT2G23810.1	1	1	1	1	0.00093941	7.6172	By MS/MS	63901	74360	55992	54625	45324	43894	45933	50357	43767	49501	41405	44410	44294	51014	49949	53181				7091
AT2G23820.1;AT2G23820.2	1;1	1	1	1	0.00073728	8.4341	By MS/MS	54401	53952	88358	76075	51218	42703	66458	48854	63536	57559	61028	52518	40578	51541	50481	49400				6175
AT2G23930.2;AT3G11500.1;AT2G23930.1	1;1;1	1	1	1	0	11.381	By MS/MS	17768	19542	21443	19800	18795	16703	17525	14773	17033	15815	14667	20667	17709	19853	18168	14448				8261
AT2G24020.2;AT2G24020.1	9;9	6	9	6	0	95.774	By MS/MS	1450400	1338400	1554500	1565100	1322400	1229600	1250600	1148300	1273300	1312900	1153000	1343800	1231600	1479200	1398900	1226000				826;827;1708;5064;10452;12758;13757;17884;20708
AT2G24050.1	4	4	4	4	0	34.469	By MS/MS	73363	66696	80701	81015	85761	66320	74067	62615	75578	78630	61976	71665	79322	91968	90285	69147				1626;4259;5763;17200
AT2G24060.1	7	6	7	6	0	160.44	By MS/MS	388930	355220	428190	397930	364910	356460	360100	324510	367670	375480	303880	375730	344660	439800	408740	361980				4055;6873;11831;13210;13565;14332;15525
AT2G24090.1	1	1	1	1	0.00075453	9.1251	By MS/MS	156580	199590	250790	245440	170520	136440	147500	134610	184260	208790	149870	206540	131780	182460	180310	119910				16164
AT2G24180.1	1	1	1	1	0.0013357	6.9918	By MS/MS	19891	17379	17953	16020	13157	15324	15110	18006	19920	17932	12309	16200	15355	20426	13666	18349				14175
AT2G24200.1;AT2G24200.2;AT2G24200.3	15;15;12	8	15	8	0	174.49	By MS/MS	1814100	1619000	1772800	1710800	1445300	1493300	1515400	1477600	1569400	1539300	1456000	1506800	1382700	1603900	1507800	1533200				819;2150;2151;4867;5197;6039;7327;8131;12423;12872;13723;16540;16544;18224;19243
AT2G24270.3;AT2G24270.2;AT2G24270.1;AT2G24270.4	19;19;19;18	19	19	19	0	240.79	By MS/MS	1524100	1459200	1726300	1639100	1394800	1324600	1412500	1401700	1463200	1463400	1302000	1474300	1403200	1679200	1524500	1381700				861;888;1620;2518;3599;3667;6693;7247;7660;8043;8284;9112;10427;12917;16433;18872;20445;20887;21849
AT4G30996.1;AT2G24290.1	1;1	1	1	1	0.0009324	7.5601	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				12522
AT4G31170.4;AT2G24360.1;AT4G31170.3;AT4G31170.2;AT4G31170.1	1;1;1;1;1	1	1	1	0	12.088	By MS/MS	7824	6938.8	8160.3	6835	5410.6	5829.2	6154.7	6284.7	6196.9	6426	6420.3	5220.8	5493.8	7600.2	6102.5	6312.5				9338
AT2G24395.1	2	2	2	2	0	16.86	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2205;2496
AT2G24400.1	1	1	1	1	0.0019206	6.5366	By MS/MS	184080	170600	250970	218350	145890	159110	169340	149870	163950	157600	192430	223300	140510	172790	151320	150170				8847
AT2G24420.2;AT2G24420.1	5;5	5	5	5	0	117.17	By MS/MS	344930	323290	384420	362040	317360	295450	304810	309590	349980	348180	318850	335620	271020	354270	325020	304740				1209;5026;5186;10037;16077
AT2G24440.1	1	1	1	1	0.0011146	7.0004	By MS/MS	5425	5172	4862.1	5262.3	4164.7	4190.2	4461.3	4184.6	4605.1	5067.2	4444.5	5501.1	4245.4	5532	4530.2	3870.3				5239
AT2G24500.1	1	1	1	1	0.00075339	9.061	By MS/MS	14011	14616	17569	16840	15004	15683	13408	14335	14876	17426	13604	18289	13772	21688	16150	15665				16494
AT2G24590.1;AT4G31580.2;AT4G31580.1	2;2;2	1	2	1	0	11.975	By MS/MS	47393	57895	53219	50360	37411	41106	41801	38422	51475	48104	39619	48913	35838	42474	43488	37575				5116;21046
AT2G24765.1;AT2G24765.2	2;1	2	2	2	0	13.53	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				4447;7438
AT2G24820.1	10	10	10	10	0	85.454	By MS/MS	576040	579360	598300	594760	555900	572190	546950	539120	555140	588140	524190	537660	540540	590510	564150	548040				1032;3358;4271;6327;7518;9904;14630;15476;17267;20404
AT2G24850.1	1	1	1	1	0.0013333	6.9775	By MS/MS	42139	14275	13162	13834	11810	10940	14208	29193	12797	15082	10783	11565	8811.3	13355	12207	22018				6296
AT2G24940.1	6	6	6	6	0	66.573	By MS/MS	832660	737050	880290	820390	685390	666640	732500	698370	742750	744820	658440	748930	707810	812840	777180	712870				4944;13406;13768;14000;16413;19555
AT2G25060.1	2	2	2	2	0	14.513	By MS/MS	111900	92573	125380	116080	97252	79711	78317	69222	88022	93246	64704	104270	89127	124420	125430	92784				19646;21374
AT2G25070.1	2	2	2	2	0	19.805	By MS/MS	117380	145830	128620	160230	114090	104180	124920	110220	110520	187190	105750	88434	122000	115750	122830	110820				10836;18147
AT2G25080.1	9	6	9	6	0	107.24	By MS/MS	1650800	1568000	1742400	1806200	1610200	1765500	1561000	1694700	1565700	1597700	1721600	1547700	1514900	1486100	1484400	1415100				530;531;3059;6612;16998;18654;18932;19396;21654
AT2G25110.1	1	1	1	1	0.00092293	7.414	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9039
AT2G25170.1	4	4	4	4	0	49.445	By MS/MS	36182	40442	42361	39550	33682	33884	34428	34967	37351	39473	32432	36116	33422	36178	42391	31034				4415;17898;18671;19194
AT2G25280.1	1	1	1	1	0	13.627	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				20907
AT2G25290.3;AT2G25290.2;AT2G25290.1	1;1;1	1	2	1	1	-2	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			7792;21697
AT2G25310.1	1	1	1	1	0.0013271	6.9421	By MS/MS	17959	16064	19184	17061	18631	15153	16452	16982	20614	18325	15010	14645	16951	20659	18180	18037				14993
AT2G25355.2;AT2G25355.1	1;1	1	1	1	0	12.801	By MS/MS	20022	16051	15760	15741	14899	15386	16498	16608	16921	15875	11658	14067	14131	18944	15543	15331				18544
AT2G25430.1	1	1	4	1	0.0007326	8.2878	By MS/MS	100480	93172	110930	104570	98170	87928	93877	87339	103440	104800	91630	102870	88271	110160	96529	91141				1303;4872;12085;17288
AT2G25450.1	6	6	6	6	0	52.074	By MS/MS	448880	375220	400460	392220	381090	449460	383120	391020	374080	392300	398170	341890	379910	371030	323850	400270				3737;5231;6558;8145;9628;21023
AT2G25480.1	1	1	1	1	0.00071702	7.9093	By MS/MS	18929	20401	26142	20127	20156	20604	19878	20573	28480	22228	17372	21771	18322	28634	19614	18915				3432
AT2G25510.2	2	2	2	2	0	11.793	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3468;7000
AT2G25530.1	1	1	1	1	0.00073242	8.2754	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				18915
AT2G25610.1;AT4G32530.1;AT4G32530.2	1;1;1	1	1	1	1	-2	By MS/MS	35521	39542	36680	35492	31900	36606	34955	35578	33201	31003	32563	31419	31885	37295	31776	35880	+			13855
AT2G25670.2;AT2G25670.1	2;2	2	2	2	0	66.562	By MS/MS	67153	61370	81945	75314	64387	42593	50694	47331	61448	69750	53506	69305	51821	74825	66605	53620				5430;5737
AT2G25730.1;AT2G25730.2	2;2	2	2	2	0	12.28	By MS/MS	12082	12282	12752	14606	11021	10773	12528	11312	9892	12193	9554.4	10645	11636	12901	13057	12551				14526;21309
AT2G25800.1	5	5	5	5	0	39.577	By MS/MS	66831	66307	75564	73947	61905	60237	62240	55252	67360	63354	55201	69054	59245	71997	63328	56519				3345;10660;14418;14870;16253
AT2G25830.1	4	4	4	4	0	85.53	By MS/MS	253510	246940	281040	273570	245430	241210	237210	234100	238230	245970	224240	243150	230500	268080	253910	225820				5109;7710;10328;12604
AT2G25840.3;AT2G25840.1;AT2G25840.2	3;3;3	3	3	3	0	18.629	By MS/MS	50463	50795	55623	51706	44841	48362	46369	43272	47474	44779	44155	49098	45563	54775	49218	40298				507;9857;21677
AT2G25870.1	2	2	2	2	0	61.378	By MS/MS	115320	104810	121450	115270	113660	111960	111940	103070	109000	107360	102310	112940	108670	120210	126710	103800				557;2117
AT2G25950.1	1	1	1	1	0.0019145	6.4824	By MS/MS	47397	46434	48431	48339	40703	41419	45348	42916	45106	47226	39508	42222	38883	44201	44645	45202				632
